,file_name,compile_time,run_time,status
0,00_comment2.c,108.96587371826172,11.734247207641602,AC
1,00_main.c,96.18186950683594,11.527776718139648,AC
2,01_multiple_returns.c,105.86428642272949,11.834383010864258,AC
3,01_var_defn2.c,96.2376594543457,11.369943618774414,AC
4,02_ret_in_block.c,104.82549667358398,11.815547943115234,AC
5,02_var_defn3.c,109.92312431335449,12.061119079589844,AC
6,03_arr_defn2.c,102.7073860168457,11.510133743286133,AC
7,03_branch.c,98.73509407043457,11.482715606689453,AC
8,04_arr_defn3.c,95.88170051574707,12.331962585449219,AC
9,04_break_continue.c,98.12188148498535,11.961698532104492,AC
10,05_arr_defn4.c,98.75154495239258,11.869668960571289,AC
11,05_param_name.c,93.78695487976074,12.717247009277344,AC
12,06_const_var_defn2.c,104.57062721252441,11.995315551757812,AC
13,06_func_name.c,114.53843116760254,12.076854705810547,AC
14,07_arr_init_nd.c,99.76530075073242,12.027978897094727,AC
15,07_const_var_defn3.c,93.64438056945801,11.780261993408203,AC
16,08_const_array_defn.c,96.20380401611328,11.866092681884766,AC
17,08_global_arr_init.c,103.39879989624023,11.491537094116211,AC
18,09_BFS.c,118.45636367797852,31.13865852355957,AC
19,09_func_defn.c,105.68022727966309,11.922121047973633,AC
20,10_DFS.c,125.87809562683105,38.80739212036133,AC
21,10_var_defn_func.c,98.38294982910156,11.386632919311523,AC
22,11_BST.c,116.30797386169434,15.111446380615234,AC
23,11_add2.c,92.78464317321777,11.55853271484375,AC
24,12_DSU.c,116.76621437072754,28.818130493164062,AC
25,12_addc.c,99.9901294708252,11.720895767211914,AC
26,13_LCA.c,108.80804061889648,19.99521255493164,AC
27,13_sub2.c,106.59503936767578,12.671947479248047,AC
28,14_dp.c,121.77276611328125,14.374971389770508,AC
29,14_subc.c,106.5514087677002,13.501882553100586,AC
30,15_graph_coloring.c,122.17998504638672,14.051675796508789,AC
31,15_mul.c,97.4724292755127,11.383533477783203,AC
32,16_k_smallest.c,108.7954044342041,14.425992965698242,AC
33,16_mulc.c,116.0888671875,12.23134994506836,AC
34,17_div.c,104.79378700256348,13.787508010864258,AC
35,17_maximal_clique.c,115.29326438903809,15.718221664428711,AC
36,18_divc.c,98.36792945861816,12.222528457641602,AC
37,18_prim.c,129.43482398986816,16.518831253051758,AC
38,19_mod.c,101.87649726867676,12.07280158996582,AC
39,19_search.c,112.00833320617676,14.440298080444336,AC
40,20_rem.c,104.2335033416748,12.645244598388672,AC
41,20_sort.c,139.53924179077148,18.85366439819336,AC
42,21_if_test2.c,102.76508331298828,13.607025146484375,AC
43,21_union_find.c,108.19840431213379,14.166831970214844,AC
44,22_if_test3.c,102.65493392944336,12.554168701171875,AC
45,22_matrix_multiply.c,108.12616348266602,15.594959259033203,AC
46,23_if_test4.c,116.2717342376709,12.355327606201172,AC
47,23_json.c,145.25604248046875,16.248464584350586,AC
48,24_array_only.c,106.50324821472168,14.927387237548828,AC
49,24_if_test5.c,94.7258472442627,11.390447616577148,AC
50,25_scope3.c,98.79350662231445,13.741254806518555,AC
51,25_while_if.c,99.7011661529541,14.7247314453125,AC
52,26_scope4.c,120.33939361572266,13.73744010925293,AC
53,26_while_test1.c,101.85432434082031,11.470794677734375,AC
54,27_scope5.c,115.21387100219727,12.439727783203125,AC
55,27_while_test2.c,104.70438003540039,11.53254508972168,AC
56,28_side_effect2.c,120.11384963989258,14.156103134155273,AC
57,28_while_test3.c,115.75627326965332,12.74251937866211,AC
58,29_break.c,105.63826560974121,12.383699417114258,AC
59,29_long_line.c,208.2803249359131,25.02751350402832,AC
60,30_continue.c,113.23833465576172,11.808395385742188,AC
61,30_many_dimensions.c,1549.7992038726807,15.151500701904297,AC
